order_id,customer_id,order_timestamp,product_id,quantity,unit_price,status,country
,70,8/2/2026,70,14,179.83,error: undefined method `first' for nil:NilClass,China
171,71,8/1/2026,71,16,974.82,error: undefined method `first' for nil:NilClass,Canada
172,72,8/7/2026,72,10,394.18,error: undefined method `first' for nil:NilClass,Indonesia
173,73,8/4/2026,73,18,497.03,error: undefined method `first' for nil:NilClass,Philippines
174,74,8/1/2026,74,6,532.19,error: undefined method `first' for nil:NilClass,China
175,75,8/4/2026,75,14,684.79,error: undefined method `first' for nil:NilClass,Philippines
176,76,8/1/2026,76,14,326.53,error: undefined method `first' for nil:NilClass,Dominican Republic
177,77,8/5/2026,77,11,622.19,error: undefined method `first' for nil:NilClass,Brazil
178,78,8/3/2026,78,8,908.75,error: undefined method `first' for nil:NilClass,Western Sahara
179,79,8/2/2026,79,14,746.2,error: undefined method `first' for nil:NilClass,Brazil
180,80,8/2/2026,80,3,689.69,error: undefined method `first' for nil:NilClass,Greece
181,81,8/5/2026,81,8,247.34,error: undefined method `first' for nil:NilClass,Philippines
182,82,8/6/2026,82,3,701.52,error: undefined method `first' for nil:NilClass,China
183,83,8/2/2026,83,15,879.96,error: undefined method `first' for nil:NilClass,France
184,84,8/1/2026,84,,103.12,error: undefined method `first' for nil:NilClass,China
185,85,8/5/2026,85,4,509.17,error: undefined method `first' for nil:NilClass,Brazil
186,86,8/5/2026,86,10,67.91,error: undefined method `first' for nil:NilClass,Czech Republic
187,87,8/7/2026,87,19,421.77,error: undefined method `first' for nil:NilClass,
188,88,,88,1,200.11,error: undefined method `first' for nil:NilClass,Russia
189,89,8/1/2026,89,11,120.79,error: undefined method `first' for nil:NilClass,China
190,90,8/7/2026,90,20,502.13,error: undefined method `first' for nil:NilClass,Mongolia
191,91,8/7/2026,91,8,936.8,error: undefined method `first' for nil:NilClass,South Africa
192,92,8/1/2026,92,14,846.93,error: undefined method `first' for nil:NilClass,Indonesia
193,93,8/1/2026,93,11,856.84,error: undefined method `first' for nil:NilClass,China
194,94,8/2/2026,94,10,102.21,error: undefined method `first' for nil:NilClass,Peru
195,95,8/5/2026,95,9,316.51,error: undefined method `first' for nil:NilClass,Nicaragua
196,96,8/2/2026,96,7,768.26,error: undefined method `first' for nil:NilClass,Russia
197,97,8/4/2026,97,19,865.87,error: undefined method `first' for nil:NilClass,Denmark
198,98,8/4/2026,98,13,447.23,error: undefined method `first' for nil:NilClass,France
199,99,8/3/2026,99,15,193.06,error: undefined method `first' for nil:NilClass,Colombia
200,100,8/3/2026,100,13,140.4,error: undefined method `first' for nil:NilClass,Uruguay
201,101,,101,,7.45,error: undefined method `first' for nil:NilClass,Indonesia
202,102,8/7/2026,102,16,390.78,error: undefined method `first' for nil:NilClass,Poland
203,103,8/2/2026,103,12,366.66,error: undefined method `first' for nil:NilClass,Canada
204,104,8/1/2026,104,17,276.76,error: undefined method `first' for nil:NilClass,United States
205,105,8/6/2026,105,9,924.58,error: undefined method `first' for nil:NilClass,Brazil
206,106,8/5/2026,106,3,228.21,error: undefined method `first' for nil:NilClass,Poland
207,107,8/7/2026,107,11,91.63,error: undefined method `first' for nil:NilClass,Indonesia
208,108,8/5/2026,108,10,,error: undefined method `first' for nil:NilClass,Sweden
209,109,8/2/2026,109,20,74.45,error: undefined method `first' for nil:NilClass,Peru
210,110,8/6/2026,110,13,,error: undefined method `first' for nil:NilClass,
211,111,8/3/2026,111,14,740.6,error: undefined method `first' for nil:NilClass,Kuwait
212,112,8/6/2026,112,13,372.42,error: undefined method `first' for nil:NilClass,Philippines
213,113,8/3/2026,113,12,617.79,error: undefined method `first' for nil:NilClass,United States
214,114,8/5/2026,114,11,685.37,error: undefined method `first' for nil:NilClass,"Bonaire, Saint Eustatius and Saba "
215,115,8/6/2026,115,6,945.08,error: undefined method `first' for nil:NilClass,Philippines
216,116,8/7/2026,116,12,695.2,error: undefined method `first' for nil:NilClass,United States
217,117,8/7/2026,117,5,105.15,error: undefined method `first' for nil:NilClass,Netherlands
218,118,8/6/2026,118,3,293.7,error: undefined method `first' for nil:NilClass,Greece
219,119,8/3/2026,119,5,253.78,error: undefined method `first' for nil:NilClass,Poland
220,120,8/5/2026,120,19,6.85,,Poland
221,121,8/5/2026,121,5,314.24,error: undefined method `first' for nil:NilClass,United States
222,122,8/4/2026,122,12,18.34,error: undefined method `first' for nil:NilClass,Greece
223,123,8/3/2026,123,13,976.4,error: undefined method `first' for nil:NilClass,Guatemala
224,124,8/7/2026,124,5,549.21,error: undefined method `first' for nil:NilClass,Russia
225,125,8/4/2026,125,,109.44,error: undefined method `first' for nil:NilClass,Philippines
226,126,8/5/2026,126,19,659.4,error: undefined method `first' for nil:NilClass,Bolivia
227,127,8/4/2026,127,17,550.52,error: undefined method `first' for nil:NilClass,Albania
228,128,8/4/2026,128,10,10.47,error: undefined method `first' for nil:NilClass,Colombia
229,129,8/7/2026,129,4,726.96,error: undefined method `first' for nil:NilClass,Portugal
230,130,8/3/2026,130,7,505.86,error: undefined method `first' for nil:NilClass,Portugal
231,131,8/4/2026,131,15,337.57,error: undefined method `first' for nil:NilClass,Indonesia
,132,8/6/2026,132,13,570.2,error: undefined method `first' for nil:NilClass,France
233,133,8/1/2026,133,6,,error: undefined method `first' for nil:NilClass,Hungary
234,134,8/3/2026,134,16,831.62,,Venezuela
235,135,8/4/2026,135,11,558.58,error: undefined method `first' for nil:NilClass,
236,136,8/6/2026,136,1,757.63,error: undefined method `first' for nil:NilClass,China
237,,8/3/2026,,16,57.57,error: undefined method `first' for nil:NilClass,Brazil
238,138,8/7/2026,,3,469.3,error: undefined method `first' for nil:NilClass,Indonesia
239,139,8/3/2026,139,7,184.12,error: undefined method `first' for nil:NilClass,China
240,140,8/4/2026,140,8,297.62,error: undefined method `first' for nil:NilClass,China
241,141,8/3/2026,141,13,343.5,error: undefined method `first' for nil:NilClass,Portugal
242,142,8/4/2026,142,19,89.85,error: undefined method `first' for nil:NilClass,Portugal
243,143,8/7/2026,143,13,143.6,error: undefined method `first' for nil:NilClass,Philippines
244,144,8/7/2026,144,8,457.56,error: undefined method `first' for nil:NilClass,Bangladesh
245,145,8/5/2026,145,18,190.67,error: undefined method `first' for nil:NilClass,Indonesia
246,146,8/2/2026,146,9,514.21,error: undefined method `first' for nil:NilClass,Sweden
247,147,8/4/2026,147,20,533.54,error: undefined method `first' for nil:NilClass,Portugal
248,148,8/3/2026,148,19,414.0,error: undefined method `first' for nil:NilClass,China
249,149,8/3/2026,,7,709.18,error: undefined method `first' for nil:NilClass,Portugal
250,150,8/7/2026,150,1,776.15,error: undefined method `first' for nil:NilClass,Poland
251,151,8/7/2026,151,13,359.99,error: undefined method `first' for nil:NilClass,China
252,152,8/1/2026,152,1,506.21,error: undefined method `first' for nil:NilClass,Japan
253,153,8/1/2026,153,13,411.66,error: undefined method `first' for nil:NilClass,Portugal
,154,8/2/2026,154,20,802.0,error: undefined method `first' for nil:NilClass,Finland
255,155,8/7/2026,155,8,424.76,error: undefined method `first' for nil:NilClass,North Korea
256,156,8/7/2026,156,8,186.36,error: undefined method `first' for nil:NilClass,Portugal
257,157,8/7/2026,157,12,450.87,error: undefined method `first' for nil:NilClass,China
258,158,8/6/2026,158,3,433.36,error: undefined method `first' for nil:NilClass,Indonesia
259,159,8/1/2026,159,6,49.88,error: undefined method `first' for nil:NilClass,China
260,160,8/6/2026,160,12,947.45,error: undefined method `first' for nil:NilClass,Indonesia
261,161,8/7/2026,161,14,635.05,error: undefined method `first' for nil:NilClass,China
262,162,8/1/2026,162,1,113.83,error: undefined method `first' for nil:NilClass,Malaysia
263,163,8/3/2026,163,6,716.68,error: undefined method `first' for nil:NilClass,Portugal
264,164,8/1/2026,164,15,943.72,error: undefined method `first' for nil:NilClass,Sweden
265,165,8/2/2026,165,4,800.37,error: undefined method `first' for nil:NilClass,Indonesia
266,166,8/1/2026,166,18,855.05,error: undefined method `first' for nil:NilClass,China
267,167,8/1/2026,167,8,618.26,error: undefined method `first' for nil:NilClass,Portugal
268,168,8/7/2026,168,9,258.67,error: undefined method `first' for nil:NilClass,China
269,169,,169,19,684.21,error: undefined method `first' for nil:NilClass,
270,170,8/5/2026,170,1,706.97,error: undefined method `first' for nil:NilClass,China
271,171,8/2/2026,171,12,259.86,,China
272,172,8/7/2026,172,8,831.34,error: undefined method `first' for nil:NilClass,Indonesia
273,173,8/6/2026,173,6,220.62,error: undefined method `first' for nil:NilClass,Iran
274,174,8/4/2026,174,11,744.39,error: undefined method `first' for nil:NilClass,Indonesia
275,175,8/2/2026,175,18,495.37,error: undefined method `first' for nil:NilClass,
276,176,8/7/2026,176,8,315.49,error: undefined method `first' for nil:NilClass,Philippines
277,177,8/6/2026,177,7,185.22,error: undefined method `first' for nil:NilClass,Pakistan
278,178,8/6/2026,178,3,348.86,error: undefined method `first' for nil:NilClass,China
279,179,8/6/2026,179,14,484.56,error: undefined method `first' for nil:NilClass,Ireland
280,180,8/1/2026,180,9,761.8,error: undefined method `first' for nil:NilClass,Tajikistan
281,181,8/6/2026,181,11,50.73,error: undefined method `first' for nil:NilClass,
282,182,8/3/2026,182,1,622.34,error: undefined method `first' for nil:NilClass,South Korea
283,183,8/3/2026,183,10,562.93,error: undefined method `first' for nil:NilClass,Argentina
284,184,,184,10,213.89,error: undefined method `first' for nil:NilClass,China
285,185,8/2/2026,185,20,164.6,error: undefined method `first' for nil:NilClass,Indonesia
286,186,8/1/2026,186,2,629.38,error: undefined method `first' for nil:NilClass,
287,187,8/4/2026,187,5,,error: undefined method `first' for nil:NilClass,Poland
288,188,8/2/2026,188,13,72.29,error: undefined method `first' for nil:NilClass,Lithuania
289,189,8/5/2026,189,1,700.13,error: undefined method `first' for nil:NilClass,United States
290,190,,190,20,873.0,,Colombia
291,191,8/3/2026,191,12,138.9,error: undefined method `first' for nil:NilClass,France
292,192,8/7/2026,192,2,500.94,error: undefined method `first' for nil:NilClass,Indonesia
293,193,8/5/2026,193,16,143.44,error: undefined method `first' for nil:NilClass,China
294,194,8/5/2026,194,14,222.57,error: undefined method `first' for nil:NilClass,Indonesia
,195,8/4/2026,195,17,912.75,error: undefined method `first' for nil:NilClass,Germany
296,196,8/3/2026,196,13,803.06,error: undefined method `first' for nil:NilClass,China
297,197,8/2/2026,197,16,584.37,error: undefined method `first' for nil:NilClass,Guatemala
298,198,8/2/2026,198,3,908.28,error: undefined method `first' for nil:NilClass,Sweden
299,199,8/5/2026,199,10,143.77,error: undefined method `first' for nil:NilClass,Bulgaria
300,200,8/3/2026,200,,147.29,error: undefined method `first' for nil:NilClass,Russia
301,201,8/6/2026,201,8,852.73,error: undefined method `first' for nil:NilClass,Czech Republic
302,202,8/3/2026,202,14,861.61,error: undefined method `first' for nil:NilClass,Russia
303,203,8/4/2026,203,8,,error: undefined method `first' for nil:NilClass,Indonesia
304,204,8/1/2026,204,2,132.62,error: undefined method `first' for nil:NilClass,Portugal
305,205,8/4/2026,205,20,158.87,error: undefined method `first' for nil:NilClass,Serbia
306,206,8/3/2026,206,18,165.52,error: undefined method `first' for nil:NilClass,Ivory Coast
307,207,8/7/2026,207,20,550.33,error: undefined method `first' for nil:NilClass,Vietnam
308,208,8/7/2026,208,9,350.18,error: undefined method `first' for nil:NilClass,Indonesia
309,209,8/4/2026,209,15,84.84,error: undefined method `first' for nil:NilClass,China
310,210,8/2/2026,210,13,663.68,error: undefined method `first' for nil:NilClass,Poland
311,211,8/2/2026,211,17,906.64,error: undefined method `first' for nil:NilClass,Brazil
312,212,,212,13,205.18,error: undefined method `first' for nil:NilClass,Netherlands
313,213,8/6/2026,213,15,94.0,error: undefined method `first' for nil:NilClass,China
314,214,8/2/2026,214,20,709.52,error: undefined method `first' for nil:NilClass,
315,215,8/6/2026,215,8,167.93,error: undefined method `first' for nil:NilClass,Dominican Republic
316,216,8/7/2026,216,1,792.84,error: undefined method `first' for nil:NilClass,Philippines
317,217,8/5/2026,217,2,26.03,error: undefined method `first' for nil:NilClass,United States
318,218,8/1/2026,218,6,381.43,error: undefined method `first' for nil:NilClass,
319,219,8/4/2026,219,,773.26,error: undefined method `first' for nil:NilClass,Indonesia
320,220,8/2/2026,220,7,799.08,error: undefined method `first' for nil:NilClass,Greece
321,221,8/3/2026,221,18,919.75,error: undefined method `first' for nil:NilClass,Portugal
322,222,8/4/2026,222,3,4.12,error: undefined method `first' for nil:NilClass,China
323,223,8/6/2026,223,10,674.23,error: undefined method `first' for nil:NilClass,Ukraine
324,224,8/3/2026,224,1,393.27,error: undefined method `first' for nil:NilClass,South Africa
325,225,8/5/2026,225,14,609.36,error: undefined method `first' for nil:NilClass,China
326,226,8/3/2026,226,5,1.55,error: undefined method `first' for nil:NilClass,Philippines
327,227,8/1/2026,227,12,597.91,error: undefined method `first' for nil:NilClass,Indonesia
328,228,8/2/2026,228,10,573.78,error: undefined method `first' for nil:NilClass,Serbia
329,229,8/1/2026,229,16,566.69,error: undefined method `first' for nil:NilClass,
330,230,8/2/2026,230,17,116.08,error: undefined method `first' for nil:NilClass,Japan
331,231,8/5/2026,231,3,8.96,error: undefined method `first' for nil:NilClass,Russia
332,232,8/6/2026,232,15,882.0,error: undefined method `first' for nil:NilClass,Poland
333,233,8/2/2026,233,13,194.74,error: undefined method `first' for nil:NilClass,Japan
334,234,8/2/2026,234,4,230.83,error: undefined method `first' for nil:NilClass,Afghanistan
335,235,8/4/2026,235,6,600.92,error: undefined method `first' for nil:NilClass,Poland
,236,8/7/2026,236,15,10.84,error: undefined method `first' for nil:NilClass,Philippines
337,237,8/6/2026,237,3,38.8,error: undefined method `first' for nil:NilClass,Norway
338,238,,238,14,595.87,error: undefined method `first' for nil:NilClass,Canada
339,239,8/2/2026,239,7,249.92,error: undefined method `first' for nil:NilClass,China
340,240,8/7/2026,240,12,136.3,error: undefined method `first' for nil:NilClass,Italy
,241,8/3/2026,241,11,986.62,error: undefined method `first' for nil:NilClass,China
342,242,8/4/2026,242,10,680.89,error: undefined method `first' for nil:NilClass,Philippines
343,243,8/3/2026,243,3,77.96,error: undefined method `first' for nil:NilClass,Indonesia
344,244,8/4/2026,244,4,236.8,error: undefined method `first' for nil:NilClass,
345,245,,245,20,419.31,error: undefined method `first' for nil:NilClass,Indonesia
346,246,8/1/2026,246,19,786.76,error: undefined method `first' for nil:NilClass,China
347,247,8/2/2026,247,1,168.63,error: undefined method `first' for nil:NilClass,China
348,248,8/4/2026,248,3,836.67,error: undefined method `first' for nil:NilClass,China
349,249,8/4/2026,249,2,986.43,error: undefined method `first' for nil:NilClass,Czech Republic
350,250,8/2/2026,250,12,729.71,error: undefined method `first' for nil:NilClass,China
351,251,,251,2,315.13,error: undefined method `first' for nil:NilClass,Philippines
352,252,8/7/2026,252,11,582.09,error: undefined method `first' for nil:NilClass,Indonesia
353,253,8/2/2026,253,4,533.76,error: undefined method `first' for nil:NilClass,Indonesia
354,254,8/1/2026,254,13,414.42,error: undefined method `first' for nil:NilClass,Russia
,255,8/3/2026,255,18,3.19,error: undefined method `first' for nil:NilClass,Greece
356,256,8/2/2026,256,4,607.06,error: undefined method `first' for nil:NilClass,Philippines
357,257,8/4/2026,257,17,20.66,error: undefined method `first' for nil:NilClass,Indonesia
358,258,8/6/2026,258,,704.52,error: undefined method `first' for nil:NilClass,China
359,259,8/1/2026,259,4,909.76,error: undefined method `first' for nil:NilClass,South Africa
360,260,8/3/2026,260,10,226.33,error: undefined method `first' for nil:NilClass,Croatia
361,261,8/4/2026,261,6,163.42,error: undefined method `first' for nil:NilClass,Argentina
362,262,8/1/2026,262,5,345.67,error: undefined method `first' for nil:NilClass,Pakistan
363,263,8/5/2026,263,5,516.43,error: undefined method `first' for nil:NilClass,Philippines
364,264,8/6/2026,264,6,407.58,error: undefined method `first' for nil:NilClass,Gambia
365,265,8/2/2026,265,2,856.35,error: undefined method `first' for nil:NilClass,Honduras
366,266,8/2/2026,,16,964.7,error: undefined method `first' for nil:NilClass,Japan
367,267,8/7/2026,267,16,182.16,error: undefined method `first' for nil:NilClass,Slovenia
368,268,8/5/2026,268,5,15.25,error: undefined method `first' for nil:NilClass,France
369,269,8/5/2026,269,2,127.83,error: undefined method `first' for nil:NilClass,Indonesia
370,270,8/6/2026,270,13,674.88,error: undefined method `first' for nil:NilClass,Indonesia
371,271,8/5/2026,271,14,558.18,error: undefined method `first' for nil:NilClass,China
372,272,8/6/2026,272,,,error: undefined method `first' for nil:NilClass,Indonesia
373,273,8/4/2026,273,4,7.64,error: undefined method `first' for nil:NilClass,Russia
374,274,8/4/2026,274,15,434.31,error: undefined method `first' for nil:NilClass,Portugal
375,275,8/5/2026,275,11,29.14,error: undefined method `first' for nil:NilClass,Philippines
376,276,8/4/2026,276,2,375.94,error: undefined method `first' for nil:NilClass,Indonesia
377,277,8/1/2026,277,2,492.2,error: undefined method `first' for nil:NilClass,French Polynesia
378,278,8/5/2026,278,16,42.51,,Poland
379,279,8/5/2026,279,16,478.99,error: undefined method `first' for nil:NilClass,Indonesia
380,280,8/3/2026,280,2,380.32,error: undefined method `first' for nil:NilClass,Brazil
381,281,8/2/2026,281,18,155.7,error: undefined method `first' for nil:NilClass,Argentina
382,282,8/6/2026,282,,910.01,error: undefined method `first' for nil:NilClass,Peru
383,283,8/1/2026,283,6,167.39,error: undefined method `first' for nil:NilClass,Thailand
384,284,8/2/2026,,10,306.65,error: undefined method `first' for nil:NilClass,Philippines
385,285,8/6/2026,285,5,,error: undefined method `first' for nil:NilClass,Czech Republic
386,286,8/2/2026,286,3,,error: undefined method `first' for nil:NilClass,Japan
387,287,8/7/2026,287,7,204.37,,Paraguay
388,288,8/3/2026,288,15,663.63,error: undefined method `first' for nil:NilClass,United States
389,289,8/3/2026,289,10,341.85,error: undefined method `first' for nil:NilClass,Ukraine
390,290,8/3/2026,290,3,739.39,error: undefined method `first' for nil:NilClass,Thailand
391,291,8/1/2026,291,18,671.88,error: undefined method `first' for nil:NilClass,Mexico
392,292,8/2/2026,292,19,873.43,error: undefined method `first' for nil:NilClass,Israel
393,293,8/5/2026,293,11,161.48,error: undefined method `first' for nil:NilClass,China
394,294,8/4/2026,294,14,557.91,error: undefined method `first' for nil:NilClass,Portugal
395,295,8/6/2026,295,12,968.35,error: undefined method `first' for nil:NilClass,China
396,296,8/1/2026,296,7,221.87,error: undefined method `first' for nil:NilClass,Cameroon
397,297,8/6/2026,297,12,809.77,error: undefined method `first' for nil:NilClass,Brazil
398,298,8/1/2026,298,2,460.63,error: undefined method `first' for nil:NilClass,Cape Verde
399,299,8/3/2026,299,18,207.01,error: undefined method `first' for nil:NilClass,Malaysia
400,300,8/2/2026,300,,404.32,error: undefined method `first' for nil:NilClass,United States
,301,8/1/2026,301,17,244.08,error: undefined method `first' for nil:NilClass,Bolivia
402,302,8/3/2026,302,13,347.33,error: undefined method `first' for nil:NilClass,Brazil
403,303,8/3/2026,303,3,691.04,error: undefined method `first' for nil:NilClass,
404,304,8/3/2026,304,7,41.16,error: undefined method `first' for nil:NilClass,France
405,305,8/7/2026,305,13,982.91,error: undefined method `first' for nil:NilClass,Japan
406,306,8/7/2026,306,4,933.0,,United States
407,307,8/6/2026,,7,233.79,error: undefined method `first' for nil:NilClass,China
408,308,8/7/2026,308,19,920.79,error: undefined method `first' for nil:NilClass,Ethiopia
409,309,8/5/2026,309,7,371.04,error: undefined method `first' for nil:NilClass,Tanzania
410,310,8/7/2026,310,17,446.4,error: undefined method `first' for nil:NilClass,Argentina
411,311,8/3/2026,311,5,996.47,error: undefined method `first' for nil:NilClass,
412,312,8/6/2026,312,7,790.93,error: undefined method `first' for nil:NilClass,Croatia
413,,8/2/2026,313,6,719.07,error: undefined method `first' for nil:NilClass,Ireland
414,314,8/1/2026,314,16,562.85,error: undefined method `first' for nil:NilClass,Poland
,315,8/2/2026,315,13,981.84,error: undefined method `first' for nil:NilClass,United States
416,316,8/6/2026,316,9,528.01,error: undefined method `first' for nil:NilClass,France
417,317,8/7/2026,317,2,448.74,error: undefined method `first' for nil:NilClass,China
418,318,8/1/2026,318,10,381.38,error: undefined method `first' for nil:NilClass,Indonesia
419,319,8/2/2026,319,7,569.04,error: undefined method `first' for nil:NilClass,China
420,320,8/6/2026,320,17,928.86,error: undefined method `first' for nil:NilClass,Brazil
421,321,8/1/2026,321,2,740.97,error: undefined method `first' for nil:NilClass,Argentina
422,322,8/6/2026,322,19,15.71,error: undefined method `first' for nil:NilClass,Mauritius
423,323,8/2/2026,323,8,915.27,error: undefined method `first' for nil:NilClass,France
424,,8/1/2026,324,13,95.1,error: undefined method `first' for nil:NilClass,Serbia
425,325,8/4/2026,325,7,450.88,error: undefined method `first' for nil:NilClass,Indonesia
426,326,8/1/2026,326,14,451.96,error: undefined method `first' for nil:NilClass,China
427,327,8/5/2026,327,7,597.82,error: undefined method `first' for nil:NilClass,
428,328,8/6/2026,328,6,109.59,error: undefined method `first' for nil:NilClass,Russia
429,329,8/1/2026,329,10,700.74,error: undefined method `first' for nil:NilClass,Kazakhstan
430,330,8/6/2026,330,19,739.49,error: undefined method `first' for nil:NilClass,China
431,331,8/5/2026,331,10,668.09,error: undefined method `first' for nil:NilClass,Poland
432,332,8/6/2026,332,20,901.8,error: undefined method `first' for nil:NilClass,Peru
433,333,8/5/2026,333,13,811.98,error: undefined method `first' for nil:NilClass,Indonesia
434,334,8/6/2026,334,,94.34,error: undefined method `first' for nil:NilClass,Russia
435,335,8/4/2026,335,19,461.69,error: undefined method `first' for nil:NilClass,Seychelles
436,336,8/6/2026,336,8,823.0,error: undefined method `first' for nil:NilClass,Poland
437,337,8/7/2026,337,12,386.24,error: undefined method `first' for nil:NilClass,Brazil
438,338,8/1/2026,338,17,802.86,error: undefined method `first' for nil:NilClass,Albania
439,,8/5/2026,339,2,737.36,error: undefined method `first' for nil:NilClass,China
440,340,8/5/2026,340,12,363.93,error: undefined method `first' for nil:NilClass,Sweden
441,341,8/6/2026,341,14,151.06,error: undefined method `first' for nil:NilClass,China
442,342,8/7/2026,342,4,790.16,error: undefined method `first' for nil:NilClass,Poland
443,343,8/7/2026,343,19,471.51,error: undefined method `first' for nil:NilClass,China
444,344,8/4/2026,344,10,844.09,error: undefined method `first' for nil:NilClass,Bangladesh
