order_id,customer_id,date,time,order_timestamp,product_id,quantity,unit_price,status,country
3030,30,1/20/2026,6:06:38,1/20/2026 6:06:38,30,14,297.12,,France
3031,31,1/25/2026,16:15:12,,31,2,713.09,resolved,China
3032,32,1/16/2026,1:49:22,1/16/2026 1:49:22,32,16,124.37,suspended,Argentina
3033,33,2/24/2026,16:39:09,2/24/2026 16:39:09,33,7,223.34,cancelled,
3034,34,2/14/2026,13:07:08,2/14/2026 13:07:08,34,4,864.92,suspended,United States
3034,34,2/14/2026,13:07:08,2/14/2026 13:07:08,34,4,864.92,suspended,United States
3035,35,5/18/2026,14:09:15,5/18/2026 14:09:15,35,13,409.43,completed,Poland
3035,35,5/18/2026,14:09:15,5/18/2026 14:09:15,35,13,409.43,completed,Poland
3036,36,10/10/2025,10:50:42,10/10/2025 10:50:42,36,7,30.02,in progress,Guatemala
3037,37,2/25/2026,11:41:27,2/25/2026 11:41:27,37,19,191.11,inactive,
3038,38,12/7/2025,22:19:13,12/7/2025 22:19:13,38,2,980.04,on hold,South Korea
3039,39,9/11/2025,4:01:02,9/11/2025 4:01:02,39,10,221.45,completed,Russia
3039,39,9/11/2025,4:01:02,9/11/2025 4:01:02,39,10,221.45,completed,Russia
3040,40,3/11/2026,1:24:58,3/11/2026 1:24:58,40,19,356.76,on hold,Portugal
3041,41,3/26/2026,6:49:17,3/26/2026 6:49:17,41,6,828.57,active,Indonesia
3042,42,9/19/2025,8:48:21,9/19/2025 8:48:21,42,7,913.39,in progress,North Korea
3043,43,5/27/2026,9:52:31,5/27/2026 9:52:31,43,1,585.3,active,Argentina
3044,44,5/18/2026,8:53:33,5/18/2026 8:53:33,44,15,538.89,active,Czech Republic
3045,45,5/27/2026,4:25:29,5/27/2026 4:25:29,45,16,941.16,on hold,China
3046,46,10/24/2025,3:56:07,10/24/2025 3:56:07,46,18,388.6,archived,Russia
3047,47,2/7/2026,0:00:20,2/7/2026 0:00:20,47,7,976.16,resolved,France
3048,48,5/3/2026,21:19:46,5/3/2026 21:19:46,48,16,425.44,archived,Portugal
3049,49,12/11/2025,6:04:40,12/11/2025 6:04:40,49,11,289.95,cancelled,Sweden
3050,50,5/30/2026,22:46:20,,50,1,855.41,on hold,Russia
3051,51,8/7/2026,18:39:22,8/7/2026 18:39:22,51,3,73.13,in progress,China
3052,52,6/1/2026,20:16:32,6/1/2026 20:16:32,52,19,707.36,on hold,China
3053,53,7/12/2026,17:54:37,7/12/2026 17:54:37,53,8,510.68,archived,Costa Rica
3054,54,5/1/2026,1:52:16,5/1/2026 1:52:16,54,4,823.96,suspended,Brazil
3055,55,11/22/2025,8:34:07,11/22/2025 8:34:07,,18,47.74,active,Hungary
3056,56,8/1/2025,20:09:43,8/1/2025 20:09:43,56,14,,archived,Ukraine
3057,57,10/1/2025,11:28:48,10/1/2025 11:28:48,57,5,908.46,archived,United Kingdom
3058,58,5/17/2026,22:57:31,5/17/2026 22:57:31,58,1,350.03,suspended,Japan
3059,59,3/11/2026,14:12:58,3/11/2026 14:12:58,59,8,972.08,suspended,
3060,60,12/19/2025,19:08:30,12/19/2025 19:08:30,60,8,297.69,cancelled,China
3061,61,2/10/2026,23:11:19,2/10/2026 23:11:19,61,19,626.64,suspended,Finland
3062,62,7/4/2026,20:34:40,7/4/2026 20:34:40,62,10,4.61,in progress,Poland
,63,10/13/2025,12:05:45,10/13/2025 12:05:45,63,10,,archived,Russia
3064,64,10/13/2025,20:04:47,10/13/2025 20:04:47,64,12,860.23,suspended,China
3065,,7/26/2026,5:48:30,7/26/2026 5:48:30,65,16,205.38,inactive,China
3066,66,3/13/2026,21:51:31,3/13/2026 21:51:31,66,5,870.96,archived,Belarus
3067,67,9/21/2025,2:00:25,9/21/2025 2:00:25,67,6,637.65,archived,Sweden
3068,68,12/28/2025,2:27:42,12/28/2025 2:27:42,68,11,820.05,active,China
3069,69,10/16/2025,2:34:07,10/16/2025 2:34:07,69,17,867.77,in progress,Afghanistan
3070,70,6/18/2026,23:17:53,6/18/2026 23:17:53,70,15,62.93,in progress,Greece
3071,71,12/17/2025,12:10:17,12/17/2025 12:10:17,71,,412.98,active,Argentina
3072,72,1/13/2026,15:57:07,1/13/2026 15:57:07,,14,314.98,completed,China
3073,73,6/2/2026,11:33:26,6/2/2026 11:33:26,73,5,487.68,in progress,Indonesia
3074,74,5/29/2026,0:48:49,5/29/2026 0:48:49,74,4,698.45,cancelled,Czech Republic
3075,75,1/14/2026,21:11:17,1/14/2026 21:11:17,75,16,659.61,completed,Portugal
3076,76,11/18/2025,19:06:14,11/18/2025 19:06:14,76,5,,pending,Colombia
3077,77,2/24/2026,18:07:48,2/24/2026 18:07:48,77,20,954.2,active,Indonesia
3078,78,7/30/2026,22:13:22,7/30/2026 22:13:22,78,9,409.36,on hold,Mexico
3079,79,4/3/2026,21:42:02,4/3/2026 21:42:02,79,16,727.76,completed,Brazil
3080,80,8/3/2026,15:07:29,8/3/2026 15:07:29,80,15,925.4,completed,Afghanistan
3081,81,6/28/2026,23:08:59,6/28/2026 23:08:59,81,8,17.94,active,South Africa
3082,82,12/1/2025,11:47:52,12/1/2025 11:47:52,82,5,576.93,suspended,Indonesia
3083,83,1/12/2026,8:03:49,1/12/2026 8:03:49,83,20,735.76,cancelled,Mongolia
3084,84,10/6/2025,5:57:50,10/6/2025 5:57:50,84,3,890.28,cancelled,China
3085,85,12/7/2025,21:56:51,12/7/2025 21:56:51,85,15,523.59,archived,China
3086,86,9/28/2025,3:04:30,9/28/2025 3:04:30,86,11,854.13,active,Philippines
3087,87,1/7/2026,13:41:57,1/7/2026 13:41:57,87,8,520.59,active,Brazil
3088,88,7/27/2026,5:39:25,7/27/2026 5:39:25,88,14,269.05,inactive,Benin
3089,89,2/12/2026,9:24:31,2/12/2026 9:24:31,89,17,153.57,on hold,Russia
3090,90,3/1/2026,1:20:10,3/1/2026 1:20:10,90,15,722.54,cancelled,Cape Verde
3091,91,5/7/2026,16:08:05,5/7/2026 16:08:05,91,9,295.71,archived,Nigeria
3092,,6/3/2026,6:39:47,6/3/2026 6:39:47,92,14,24.16,archived,Zambia
3093,93,10/9/2025,9:32:58,10/9/2025 9:32:58,93,11,574.12,cancelled,Mongolia
3094,94,12/23/2025,8:30:46,12/23/2025 8:30:46,94,12,956.84,active,Japan
3095,95,12/22/2025,6:11:35,12/22/2025 6:11:35,95,16,512.51,archived,Mexico
3096,96,12/5/2025,4:06:28,12/5/2025 4:06:28,96,13,822.26,cancelled,China
3097,97,11/25/2025,14:42:44,11/25/2025 14:42:44,97,16,237.49,on hold,Indonesia
3098,98,3/15/2026,9:43:30,3/15/2026 9:43:30,98,10,764.34,active,France
3099,99,10/3/2025,13:55:53,10/3/2025 13:55:53,99,13,526.99,active,Armenia
3100,100,12/4/2025,3:48:31,12/4/2025 3:48:31,100,15,561.69,completed,China
3101,101,11/8/2025,17:32:10,11/8/2025 17:32:10,101,4,724.77,completed,Indonesia
3102,102,3/11/2026,5:08:30,3/11/2026 5:08:30,102,12,296.83,archived,Vietnam
3103,103,10/8/2025,12:21:10,10/8/2025 12:21:10,103,1,602.8,archived,Portugal
3104,104,7/25/2026,17:53:07,7/25/2026 17:53:07,104,18,,suspended,Philippines
3105,105,5/3/2026,19:53:24,,105,4,711.55,suspended,Vietnam
3106,106,10/20/2025,5:02:40,10/20/2025 5:02:40,106,14,115.18,active,Egypt
3107,107,5/19/2026,0:19:05,5/19/2026 0:19:05,107,11,,completed,Canada
3108,108,5/22/2026,13:29:16,5/22/2026 13:29:16,108,11,302.76,pending,Finland
3109,109,4/9/2026,17:48:40,4/9/2026 17:48:40,109,9,543.52,in progress,China
3110,110,1/10/2026,5:03:27,1/10/2026 5:03:27,110,,982.78,suspended,Switzerland
3111,111,5/15/2026,2:20:47,5/15/2026 2:20:47,111,5,759.29,inactive,China
3112,112,3/25/2026,5:05:52,,112,19,683.65,on hold,Indonesia
3113,113,5/4/2026,12:56:35,5/4/2026 12:56:35,,13,875.41,completed,Kosovo
3114,114,9/18/2025,1:22:51,9/18/2025 1:22:51,114,14,291.28,inactive,China
3115,115,1/27/2026,13:00:05,1/27/2026 13:00:05,115,19,94.41,inactive,China
3116,116,4/9/2026,16:21:00,4/9/2026 16:21:00,116,18,116.46,,Afghanistan
3117,117,4/9/2026,8:53:33,4/9/2026 8:53:33,117,16,413.38,archived,Russia
3118,118,10/1/2025,19:56:20,10/1/2025 19:56:20,118,,933.26,suspended,Indonesia
3119,119,1/20/2026,17:22:49,1/20/2026 17:22:49,119,2,396.88,suspended,Philippines
3120,120,9/7/2025,0:22:36,9/7/2025 0:22:36,120,9,110.82,in progress,Indonesia
3121,121,9/15/2025,7:43:45,9/15/2025 7:43:45,121,1,939.89,pending,Indonesia
3122,122,12/15/2025,13:22:03,12/15/2025 13:22:03,122,1,394.92,completed,Bulgaria
3123,123,11/1/2025,18:58:23,,123,1,920.38,resolved,Venezuela
3124,124,12/18/2025,2:39:22,12/18/2025 2:39:22,124,1,197.89,on hold,Russia
3125,125,7/19/2026,17:44:00,7/19/2026 17:44:00,125,10,290.04,archived,Luxembourg
,126,9/3/2025,11:34:43,9/3/2025 11:34:43,126,2,954.06,completed,China
3127,127,5/31/2026,17:03:20,5/31/2026 17:03:20,127,1,238.68,on hold,China
3128,128,3/6/2026,18:24:01,3/6/2026 18:24:01,128,11,617.38,resolved,Indonesia
3129,129,9/16/2025,6:22:44,,129,2,123.8,cancelled,Honduras
3130,130,11/23/2025,0:16:25,11/23/2025 0:16:25,130,18,824.9,active,Sweden
3131,131,6/26/2026,12:31:18,6/26/2026 12:31:18,131,18,859.21,in progress,Yemen
3132,132,6/8/2026,12:38:59,6/8/2026 12:38:59,132,19,899.26,suspended,Germany
3133,133,1/31/2026,5:20:14,1/31/2026 5:20:14,133,1,569.89,completed,China
3134,134,12/2/2025,18:44:38,12/2/2025 18:44:38,134,6,381.07,active,Russia
3135,135,11/10/2025,3:40:26,11/10/2025 3:40:26,135,15,437.5,on hold,Ecuador
3136,136,7/26/2026,19:07:23,7/26/2026 19:07:23,136,18,32.53,inactive,China
3137,137,5/15/2026,10:04:49,5/15/2026 10:04:49,137,5,662.79,,
3138,138,8/1/2026,22:57:06,8/1/2026 22:57:06,138,7,880.53,inactive,China
3139,139,8/5/2025,2:26:33,8/5/2025 2:26:33,,5,92.55,suspended,China
3140,140,10/6/2025,3:53:20,10/6/2025 3:53:20,140,8,37.53,archived,Philippines
3141,141,3/4/2026,12:35:54,3/4/2026 12:35:54,141,11,519.52,on hold,Indonesia
3142,142,7/29/2026,23:34:56,7/29/2026 23:34:56,142,19,183.73,archived,China
3143,143,5/25/2026,14:19:21,5/25/2026 14:19:21,143,14,945.28,cancelled,Canada
3144,144,8/4/2025,8:13:42,8/4/2025 8:13:42,144,2,677.89,in progress,Egypt
3145,145,2/22/2026,0:20:42,2/22/2026 0:20:42,145,10,8.75,suspended,China
3146,146,2/22/2026,5:13:16,2/22/2026 5:13:16,146,3,911.56,inactive,Czech Republic
3147,147,12/6/2025,9:19:02,12/6/2025 9:19:02,147,9,935.05,inactive,Canada
,148,9/8/2025,1:27:51,9/8/2025 1:27:51,148,7,310.57,,Brazil
3149,149,10/15/2025,17:19:39,10/15/2025 17:19:39,149,3,982.95,in progress,China
3150,150,11/13/2025,23:42:30,11/13/2025 23:42:30,150,18,913.06,suspended,Kenya
3151,151,7/5/2026,23:57:05,7/5/2026 23:57:05,151,19,49.58,on hold,Philippines
3152,152,2/12/2026,14:07:14,2/12/2026 14:07:14,152,4,919.85,completed,Indonesia
3153,153,12/26/2025,18:45:40,12/26/2025 18:45:40,,8,859.81,cancelled,China
3154,154,4/25/2026,23:45:40,4/25/2026 23:45:40,154,11,825.58,suspended,Iraq
3155,155,11/17/2025,7:17:24,11/17/2025 7:17:24,155,7,912.73,on hold,Bulgaria
3156,156,11/24/2025,0:52:32,11/24/2025 0:52:32,156,4,840.01,inactive,China
3157,157,2/26/2026,5:20:50,2/26/2026 5:20:50,157,14,409.16,archived,Moldova
3158,158,4/9/2026,9:19:10,4/9/2026 9:19:10,158,2,844.79,suspended,Peru
3159,159,9/7/2025,20:27:27,9/7/2025 20:27:27,159,4,609.12,on hold,China
3160,160,8/7/2026,4:09:15,8/7/2026 4:09:15,160,,48.71,cancelled,Russia
3161,161,3/21/2026,17:48:40,3/21/2026 17:48:40,161,4,740.64,on hold,Russia
3162,162,1/8/2026,4:31:19,1/8/2026 4:31:19,162,4,7.95,suspended,Philippines
3163,163,8/17/2025,15:37:45,8/17/2025 15:37:45,163,4,2.27,inactive,Indonesia
3164,164,11/3/2025,7:26:44,11/3/2025 7:26:44,,3,,cancelled,Canada
3165,165,12/2/2025,8:30:18,12/2/2025 8:30:18,165,20,221.9,completed,Jordan
3166,166,1/17/2026,14:42:57,1/17/2026 14:42:57,166,5,252.47,archived,Malaysia
3167,167,9/28/2025,19:36:06,9/28/2025 19:36:06,167,17,838.96,cancelled,Portugal
3168,168,1/10/2026,12:56:49,1/10/2026 12:56:49,168,19,53.05,archived,
3169,169,7/31/2026,18:00:22,7/31/2026 18:00:22,169,16,796.69,active,Brazil
3170,170,7/1/2026,17:26:06,7/1/2026 17:26:06,170,3,689.53,inactive,Russia
3171,171,5/23/2026,7:49:03,5/23/2026 7:49:03,171,20,561.19,in progress,South Africa
3172,172,6/27/2026,5:49:41,6/27/2026 5:49:41,172,8,230.79,archived,France
3173,173,12/2/2025,13:21:57,12/2/2025 13:21:57,173,12,991.96,active,Mongolia
3174,174,7/30/2026,5:21:06,7/30/2026 5:21:06,174,16,415.66,cancelled,Luxembourg
3175,175,9/20/2025,7:31:26,9/20/2025 7:31:26,175,19,234.56,cancelled,Sweden
3176,176,5/11/2026,20:32:19,5/11/2026 20:32:19,176,4,971.54,cancelled,United States
3177,177,5/10/2026,9:15:41,5/10/2026 9:15:41,177,3,163.79,cancelled,Indonesia
,178,6/13/2026,2:47:32,6/13/2026 2:47:32,178,13,164.65,active,China
3179,179,9/11/2025,6:25:49,9/11/2025 6:25:49,179,,106.1,suspended,Madagascar
3180,180,5/1/2026,1:07:09,5/1/2026 1:07:09,180,18,128.16,active,
3181,181,5/23/2026,23:58:07,5/23/2026 23:58:07,181,19,237.75,active,Indonesia
3182,182,7/4/2026,20:37:09,7/4/2026 20:37:09,182,11,419.78,in progress,Indonesia
3183,183,2/8/2026,17:37:23,2/8/2026 17:37:23,183,6,769.6,resolved,China
3184,184,9/10/2025,23:32:09,9/10/2025 23:32:09,184,16,209.21,resolved,China
3185,185,10/15/2025,6:50:14,10/15/2025 6:50:14,185,9,212.03,cancelled,China
3186,186,7/24/2026,21:25:34,7/24/2026 21:25:34,186,13,393.3,archived,Ukraine
3187,187,10/13/2025,3:51:38,10/13/2025 3:51:38,187,9,243.12,active,Sweden
3188,188,5/7/2026,0:19:21,5/7/2026 0:19:21,188,11,382.02,in progress,Brazil
3189,189,8/6/2025,6:44:24,8/6/2025 6:44:24,189,16,872.49,pending,Brazil
3190,190,8/11/2025,1:47:00,8/11/2025 1:47:00,190,20,142.58,completed,China
,191,6/6/2026,15:00:38,,191,4,727.34,pending,Venezuela
3192,192,7/23/2026,4:24:36,7/23/2026 4:24:36,192,16,197.29,resolved,Mexico
3193,193,11/14/2025,11:11:15,11/14/2025 11:11:15,193,6,295.91,archived,Brazil
3194,194,10/8/2025,9:47:00,10/8/2025 9:47:00,194,9,283.12,cancelled,Bosnia and Herzegovina
3195,195,8/26/2025,9:25:01,8/26/2025 9:25:01,195,6,730.49,active,Portugal
3196,196,10/12/2025,14:21:26,10/12/2025 14:21:26,196,16,3.81,suspended,Mexico
3197,197,8/14/2025,10:01:27,8/14/2025 10:01:27,197,17,294.19,pending,Moldova
3198,198,9/14/2025,1:19:55,9/14/2025 1:19:55,198,10,490.17,in progress,China
3199,199,7/16/2026,4:19:29,7/16/2026 4:19:29,199,13,449.79,in progress,Ukraine
3200,200,11/12/2025,4:14:45,11/12/2025 4:14:45,200,6,931.69,archived,United States
3201,201,5/25/2026,7:18:42,5/25/2026 7:18:42,201,5,662.25,resolved,
3202,202,6/16/2026,9:45:11,6/16/2026 9:45:11,202,1,392.25,completed,Iraq
3203,203,1/21/2026,12:17:32,1/21/2026 12:17:32,203,7,186.67,active,Philippines
3204,204,4/11/2026,3:45:10,4/11/2026 3:45:10,204,4,498.21,completed,Indonesia
3205,205,4/5/2026,3:01:17,4/5/2026 3:01:17,205,17,260.55,suspended,Thailand
3206,206,1/10/2026,4:30:32,1/10/2026 4:30:32,206,13,233.97,active,China
3207,207,7/10/2026,18:07:22,7/10/2026 18:07:22,207,14,871.23,active,Indonesia
3208,208,8/22/2025,15:44:19,8/22/2025 15:44:19,208,18,694.01,inactive,Sweden
3209,209,5/17/2026,21:43:20,5/17/2026 21:43:20,209,15,14.89,resolved,Indonesia
3210,210,1/26/2026,16:19:17,1/26/2026 16:19:17,210,8,852.04,active,Serbia
3211,211,4/16/2026,16:14:20,4/16/2026 16:14:20,211,3,464.48,archived,United States
3212,212,2/19/2026,8:14:45,2/19/2026 8:14:45,212,15,487.67,in progress,China
3213,213,11/16/2025,8:09:02,11/16/2025 8:09:02,213,4,500.47,completed,Poland
3214,214,9/4/2025,19:06:38,9/4/2025 19:06:38,214,16,,completed,Poland
3215,215,1/24/2026,18:28:29,1/24/2026 18:28:29,215,8,617.04,cancelled,Indonesia
3216,216,5/11/2026,23:05:39,5/11/2026 23:05:39,216,18,98.73,suspended,Brazil
3217,217,6/2/2026,3:30:17,6/2/2026 3:30:17,217,13,701.49,pending,China
,218,9/8/2025,8:18:08,9/8/2025 8:18:08,218,14,50.79,inactive,Indonesia
3219,219,7/10/2026,17:44:48,7/10/2026 17:44:48,219,16,968.78,on hold,France
3220,220,8/25/2025,5:10:20,8/25/2025 5:10:20,220,1,392.79,inactive,Bulgaria
3221,221,12/5/2025,0:44:21,12/5/2025 0:44:21,221,2,683.14,inactive,Pakistan
3222,222,8/17/2025,20:00:49,8/17/2025 20:00:49,222,,267.46,in progress,France
3223,223,9/26/2025,8:05:06,9/26/2025 8:05:06,223,15,922.91,completed,China
3224,224,8/7/2026,1:07:08,8/7/2026 1:07:08,224,1,256.36,suspended,Russia
3225,225,3/5/2026,5:59:41,3/5/2026 5:59:41,225,4,399.02,suspended,Sri Lanka
3226,226,1/7/2026,5:35:00,,226,10,576.5,pending,China
3227,227,6/6/2026,19:20:01,6/6/2026 19:20:01,227,6,457.16,archived,Finland
3228,228,4/30/2026,3:45:36,,228,12,592.66,cancelled,Portugal
3229,229,12/26/2025,22:25:59,12/26/2025 22:25:59,,11,990.56,completed,Canada
3230,230,3/6/2026,22:12:43,3/6/2026 22:12:43,230,14,,,China
3231,231,2/2/2026,15:51:20,2/2/2026 15:51:20,231,17,276.39,resolved,Australia
3232,232,11/12/2025,7:43:29,11/12/2025 7:43:29,232,11,,resolved,China
3233,233,11/15/2025,21:22:28,11/15/2025 21:22:28,233,3,790.78,archived,Botswana
3234,234,1/7/2026,0:47:38,1/7/2026 0:47:38,234,5,647.21,archived,Honduras
3235,235,3/26/2026,18:03:51,3/26/2026 18:03:51,235,20,221.81,suspended,Canada
3236,236,6/2/2026,6:10:02,6/2/2026 6:10:02,236,9,404.93,active,Philippines
3237,237,7/12/2026,8:33:15,7/12/2026 8:33:15,237,2,229.62,completed,Philippines
3238,238,3/18/2026,16:10:27,3/18/2026 16:10:27,238,17,463.71,resolved,China
3239,239,11/3/2025,18:25:48,11/3/2025 18:25:48,239,20,914.5,completed,Sweden
3240,240,6/9/2026,2:11:36,6/9/2026 2:11:36,240,8,396.24,resolved,Sweden
3241,,6/25/2026,10:06:12,6/25/2026 10:06:12,241,5,819.02,in progress,Colombia
3242,242,5/4/2026,11:25:38,5/4/2026 11:25:38,242,10,,completed,Indonesia
3243,243,8/1/2025,14:49:57,8/1/2025 14:49:57,243,20,167.82,resolved,Indonesia
3244,244,12/10/2025,6:56:25,12/10/2025 6:56:25,244,3,572.14,active,China
3245,245,8/24/2025,14:53:29,8/24/2025 14:53:29,245,11,397.21,active,Russia
3246,246,9/24/2025,14:55:17,9/24/2025 14:55:17,246,18,205.95,on hold,Indonesia
3247,247,12/28/2025,5:09:21,12/28/2025 5:09:21,247,14,181.99,resolved,Indonesia
3248,248,3/3/2026,7:08:39,3/3/2026 7:08:39,248,2,514.62,,Cameroon
3249,249,2/2/2026,14:56:33,2/2/2026 14:56:33,249,5,976.43,cancelled,France
3250,250,9/26/2025,19:59:23,9/26/2025 19:59:23,250,1,157.23,archived,Portugal
3251,251,1/19/2026,19:25:00,1/19/2026 19:25:00,251,16,529.63,suspended,Russia
3252,252,9/3/2025,2:37:24,9/3/2025 2:37:24,252,17,259.06,cancelled,Thailand
3253,253,7/3/2026,1:15:50,7/3/2026 1:15:50,253,20,231.38,pending,China
3254,254,2/24/2026,9:55:35,2/24/2026 9:55:35,254,20,325.58,cancelled,Indonesia
3255,255,12/4/2025,1:13:28,12/4/2025 1:13:28,255,6,145.44,archived,Russia
3256,256,4/17/2026,23:20:48,4/17/2026 23:20:48,256,16,944.37,in progress,Philippines
3257,257,9/29/2025,5:55:34,9/29/2025 5:55:34,257,17,,suspended,Indonesia
3258,258,2/15/2026,11:14:21,2/15/2026 11:14:21,258,17,944.94,completed,China
3259,,1/30/2026,14:04:08,1/30/2026 14:04:08,259,12,546.75,suspended,Russia
3260,260,5/13/2026,22:53:45,5/13/2026 22:53:45,260,10,886.94,pending,China
3261,261,1/28/2026,18:00:13,1/28/2026 18:00:13,261,15,15.25,completed,Canada
3262,262,1/14/2026,17:58:54,1/14/2026 17:58:54,262,3,671.69,suspended,
3263,263,4/27/2026,17:53:19,4/27/2026 17:53:19,263,2,565.54,cancelled,Russia
3264,264,5/23/2026,9:54:02,5/23/2026 9:54:02,264,1,281.23,completed,Indonesia
3265,265,3/13/2026,20:06:49,3/13/2026 20:06:49,265,8,57.17,inactive,China
3266,266,11/12/2025,14:30:18,11/12/2025 14:30:18,266,10,901.24,suspended,South Africa
3267,267,4/5/2026,3:07:59,4/5/2026 3:07:59,267,5,891.2,on hold,China
3268,268,8/19/2025,0:04:23,8/19/2025 0:04:23,268,13,104.52,completed,China
3269,269,3/18/2026,16:59:37,3/18/2026 16:59:37,269,20,968.0,archived,Russia
3270,270,3/20/2026,12:52:25,3/20/2026 12:52:25,270,20,701.11,resolved,China
3271,271,6/15/2026,12:29:44,6/15/2026 12:29:44,271,14,137.67,active,Philippines
3272,272,10/22/2025,8:25:20,10/22/2025 8:25:20,,3,835.26,on hold,Sweden
3273,273,8/20/2025,14:48:13,8/20/2025 14:48:13,273,15,844.27,suspended,Indonesia
3274,274,4/13/2026,8:32:39,4/13/2026 8:32:39,274,20,898.94,pending,Colombia
3275,275,3/26/2026,15:07:20,3/26/2026 15:07:20,275,,125.43,cancelled,Peru
3276,276,6/16/2026,7:27:39,6/16/2026 7:27:39,276,10,329.06,archived,China
3277,277,8/10/2026,22:08:58,8/10/2026 22:08:58,277,2,193.49,archived,China
3278,278,12/6/2025,17:17:24,12/6/2025 17:17:24,278,17,96.07,cancelled,Indonesia
3279,279,3/29/2026,8:14:51,3/29/2026 8:14:51,279,12,589.07,completed,Brazil
3280,280,8/2/2026,21:08:02,8/2/2026 21:08:02,280,10,83.11,completed,Honduras
3281,281,10/6/2025,14:36:11,10/6/2025 14:36:11,281,12,726.29,active,Indonesia
3282,282,11/23/2025,1:15:39,11/23/2025 1:15:39,282,4,221.96,suspended,Philippines
3283,283,6/21/2026,23:15:36,6/21/2026 23:15:36,283,20,237.38,completed,Vietnam
3284,284,3/9/2026,19:16:45,3/9/2026 19:16:45,284,4,687.71,resolved,Peru
3285,285,9/23/2025,10:37:57,9/23/2025 10:37:57,285,5,,suspended,China
3286,286,6/24/2026,23:31:14,6/24/2026 23:31:14,286,15,,on hold,
3287,287,1/18/2026,11:01:15,1/18/2026 11:01:15,287,11,,cancelled,Kazakhstan
3288,288,10/17/2025,7:18:13,,288,9,247.0,in progress,Thailand
3289,289,1/4/2026,19:22:38,1/4/2026 19:22:38,289,20,137.48,archived,Central African Republic
3290,290,8/14/2025,15:07:30,8/14/2025 15:07:30,290,16,512.9,suspended,Uzbekistan
3291,291,11/10/2025,17:56:53,11/10/2025 17:56:53,291,6,280.47,pending,Poland
3292,,6/18/2026,8:53:01,,292,12,107.11,cancelled,China
3293,293,5/2/2026,9:35:14,5/2/2026 9:35:14,293,4,12.47,suspended,France
3294,294,12/30/2025,8:34:07,12/30/2025 8:34:07,294,8,495.69,on hold,Serbia
3295,295,2/9/2026,10:32:20,2/9/2026 10:32:20,295,3,693.93,inactive,Niger
3296,296,8/28/2025,7:56:49,8/28/2025 7:56:49,296,10,788.89,active,Australia
3297,297,5/10/2026,13:17:21,5/10/2026 13:17:21,297,1,953.2,cancelled,Portugal
3298,298,10/9/2025,19:22:00,10/9/2025 19:22:00,298,11,793.77,on hold,Portugal
3299,299,2/19/2026,0:36:11,2/19/2026 0:36:11,299,20,270.27,archived,
